InChiKey,SMILE,Ca,Cn,Pl,Fp,Af,Max,Average,Stddev,pert_iname
"InChI=1S/C34H50N8O3/c1-6-28-33(44)39(4)29-20-35-34(38-31(29)42(28)22(2)3)37-27-14-9-24(19-30(27)45-5)32(43)36-25-10-12-26(13-11-25)41-17-15-40(16-18-41)21-23-7-8-23/h9,14,19-20,22-23,25-26,28H,6-8,10-13,15-18,21H2,1-5H3,(H,36,43)(H,35,37,38)/t25-,26-,28-/m1/s1",CC[C@H]1N(C(C)C)c2nc(Nc3ccc(cc3OC)C(=O)N[C@H]3CC[C@@H](CC3)N3CCN(CC4CC4)CC3)ncc2N(C)C1=O,"0,07830","0,06279","0,06140","0,04623","0,09924","0,09924","0,06959","0,02009",
DBSMLQTUDJVICQ-CJODITQLSA-N,Nc1nc2cc(CC[C@H]3C[C@H]([C@H](O)[C@@H]3O)n3ccc4c(N)ncnc34)ccc2cc1Br,"0,08343","0,06975","0,06912","0,05448","0,09924","0,09924","0,07521","0,01690",
CMKFQVZJOWHHDV-NQZBTDCJSA-N,CCC1=C[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@@](C2)([C@@H]13)C(=O)OC,"0,08096","0,06748","0,06687","0,05208","0,09923","0,09923","0,07332","0,01772",
SSQPWTVBQMWLSZ-AAQCHOMXSA-N,CCOC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,"0,08280","0,06809","0,06739","0,05366","0,09923","0,09923","0,07423","0,01736",
PMXCMJLOPOFPBT-HNNXBMFYSA-N,CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1,"0,08287","0,06902","0,06842","0,05355","0,09923","0,09923","0,07462","0,01723",
YXSLJKQTIDHPOT-MWAPPURBSA-N,COc1ccc(C[C@H]2c3cc(OC)c(OC)cc3CC[N@@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@@H]2Cc2ccc(OC)c(OC)c2)cc1OC,"0,07890","0,06401","0,06342","0,04741","0,09919","0,09919","0,07059","0,01949",
YXSLJKQTIDHPOT-LJCJQEJUSA-N,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,"0,07890","0,06401","0,06342","0,04741","0,09919","0,09919","0,07059","0,01949",
WDIQXKYUSINZME-RBUKOAKNSA-N,C[N+]1(C)CCc2cc3OCOc3cc2[C@H]1[C@@H]1OC(=O)c2c1ccc1OCOc21,"0,07689","0,06209","0,06135","0,04597","0,09919","0,09919","0,06910","0,02006",
OQAHHWOPVDDWHD-INIZCTEOSA-N,CCC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(=O)OCCCc1cccnc1,"0,08265","0,06963","0,06960","0,05449","0,09918","0,09918","0,07511","0,01675",
JZODKRWQWUWGCD-UHFFFAOYSA-N,CC(C)(C)c1cc(O)c(cc1O)C(C)(C)C,"0,08211","0,06865","0,06860","0,05355","0,09915","0,09915","0,07441","0,01713",
HLAFSNJRKZLMPT-UHFFFAOYSA-N,NCc1ccccc1Sc1ccccc1CO,"0,08286","0,06912","0,06844","0,05392","0,09914","0,09914","0,07470","0,01708",
ITNLONMDUMHEOK-NSHDSACASA-N,CNC(=S)[C@]1(CCCS1)c1ccccn1,"0,08188","0,06871","0,06830","0,05341","0,09911","0,09911","0,07428","0,01715",
RAOULLCLLOGTDA-UHFFFAOYSA-N,Cc1ccc(cc1)-c1csc2ncnc(SCCC(O)=O)c12,"0,08316","0,06929","0,06862","0,05409","0,09911","0,09911","0,07486","0,01702",
MVMQESMQSYOVGV-OAHLLOKOSA-N,C[C@@H](C1=C(CCN(C)C)Cc2ccccc12)c1ccccn1,"0,08195","0,06795","0,06717","0,05245","0,09910","0,09910","0,07372","0,01761",
FKMJXALNHKIDOD-LBPRGKRZSA-N,COC(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)c1ccc(C)cc1,"0,08298","0,07008","0,07009","0,05518","0,09907","0,09907","0,07548","0,01646",
HMJIYCCIJYRONP-MRXNPFEDSA-N,COC(=O)C1=C(C)NC(C)=C([C@@H]1c1cccc2nonc12)C(=O)OC(C)C,"0,08191","0,06857","0,06847","0,05331","0,09906","0,09906","0,07426","0,01716",
DJKJVWJQAVGLHJ-YPMHNXCESA-N,Nc1nc(N2CCNCC2)c2CCC3=C([C@@H]4CCCC[C@@H]4O3)c2n1,"0,07806","0,06337","0,06213","0,04707","0,09903","0,09903","0,06993","0,01962",
UATDVRSFFGFTAI-UHFFFAOYSA-N,COc1cc(N)c(Cl)cc1C(=O)CCC1CCN(CCNS(C)(=O)=O)CC1,"0,08195","0,06857","0,06823","0,05346","0,09901","0,09901","0,07424","0,01713",
VGLGVJVUHYTIIU-LLVKDONJSA-N,NS(=O)(=O)c1cc2c(N[C@@H](CSCC=C)NS2(=O)=O)cc1Cl,"0,08202","0,06881","0,06868","0,05377","0,09900","0,09900","0,07446","0,01698",
PJNSMUBMSNAEEN-AWEZNQCLSA-N,CCOC(=O)CNC(=O)[C@@H]1CCCN1C(=O)Cc1ccccc1,"0,08234","0,06958","0,06943","0,05445","0,09899","0,09899","0,07496","0,01667",
QXKHYNVANLEOEG-UHFFFAOYSA-N,COc1c2occc2cc2ccc(=O)oc12,"0,08230","0,06862","0,06806","0,05339","0,09899","0,09899","0,07427","0,01719",
UFBJCMHMOXMLKC-UHFFFAOYSA-N,Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,"0,08121","0,06822","0,06799","0,05319","0,09898","0,09898","0,07392","0,01716",
BASFYRLYJAZPPL-UONOGXRCSA-N,C1[C@@H](NC2CCNCC2)[C@@H]1c1ccccc1,"0,08073","0,06745","0,06679","0,05206","0,09897","0,09897","0,07320","0,01762",
"InChI=1S/C14H20N2/c1-2-4-11(5-3-1)13-10-14(13)16-12-6-8-15-9-7-12/h1-5,12-16H,6-10H2/t13-,14+/m0/s1",C1[C@@H](NC2CCNCC2)[C@@H]1c1ccccc1,"0,08073","0,06745","0,06679","0,05206","0,09897","0,09897","0,07320","0,01762",
JTVPZMFULRWINT-UHFFFAOYSA-N,CCN(CC)CCNC(=O)c1cc(ccc1OC)S(C)(=O)=O,"0,08187","0,06869","0,06856","0,05370","0,09894","0,09894","0,07435","0,01698",
BCUGCHZRMKTPMU-UHFFFAOYSA-N,CCN(CC)CCCCC1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc23)CC1,"0,08104","0,06754","0,06695","0,05222","0,09893","0,09893","0,07333","0,01757",
YGKPIROTKVQCCU-UHFFFAOYSA-N,O=C(OCCN1CCCCC1)c1c[nH]c2ccccc12,"0,08144","0,06792","0,06716","0,05269","0,09893","0,09893","0,07363","0,01742",
RXSVYGIGWRDVQC-UHFFFAOYSA-N,O=C(NCCCCCCNC(=O)ON=C1CCCCC1)ON=C1CCCCC1,"0,08092","0,06782","0,06746","0,05218","0,09892","0,09892","0,07346","0,01750",
NSBRKSWSLRQPJW-FRMGNDQPSA-N,CCOC(=O)O[C@H]([C@H]1C[C@@H]2CC[N@]1C[C@@H]2C=C)c1ccnc2ccc(OC)cc12,"0,08143","0,06802","0,06719","0,05247","0,09892","0,09892","0,07361","0,01747",
LSXUTRRVVSPWDZ-MKKUMYSQSA-N,CN[C@@H](C)C(=O)N[C@H]1CN(CC[C@H]2CC[C@H](N2C1=O)C(=O)NC(c1ccccc1)c1ccccc1)C(=O)CC(C)C,"0,08205","0,06923","0,06891","0,05388","0,09891","0,09891","0,07460","0,01686",
SEBFKMXJBCUCAI-HKTJVKLFSA-N,COc1cc(ccc1O)[C@H]1Oc2cc(ccc2O[C@@H]1CO)[C@H]1Oc2cc(O)cc(O)c2C(=O)[C@@H]1O,"0,08297","0,06867","0,06803","0,05367","0,09889","0,09889","0,07445","0,01715",
FDQAOULAVFHKBX-HKTJVKLFSA-N,COc1cc(ccc1O)[C@H]1Oc2ccc(cc2O[C@@H]1CO)[C@H]1Oc2cc(O)cc(O)c2C(=O)[C@@H]1O,"0,08297","0,06867","0,06803","0,05367","0,09889","0,09889","0,07445","0,01715",
YJYPHIXNFHFHND-UHFFFAOYSA-N,COc1ccc2cccc(CCNC(C)=O)c2c1,"0,08269","0,06937","0,06875","0,05421","0,09889","0,09889","0,07478","0,01683",
LXANPKRCLVQAOG-NSHDSACASA-N,Fc1ccc2OCC[C@]3(NC(=O)NC3=O)c2c1,"0,08102","0,06752","0,06715","0,05227","0,09889","0,09889","0,07337","0,01752",
APQPVVOYBLOJDY-UHFFFAOYSA-N,COc1ccc2nc3CCCCc3c(N)c2c1,"0,08134","0,06777","0,06706","0,05236","0,09884","0,09884","0,07347","0,01750",
JJWLXRKVUJDJKG-VIFPVBQESA-N,Clc1ccc2oc3c(nc([nH]c3=O)[C@@H]3CCCN3)c2c1,"0,08165","0,06780","0,06726","0,05256","0,09883","0,09883","0,07362","0,01745",
BVMYCHKQPGEOSI-HNNXBMFYSA-N,O=C1CC2(CCCC2)CC(=O)N1CCNC[C@H]1COc2ccccc2O1,"0,07945","0,06539","0,06472","0,04994","0,09883","0,09883","0,07167","0,01843",
ZNRGQMMCGHDTEI-ITGUQSILSA-N,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)c1c[nH]c2ccccc12,"0,08164","0,06824","0,06753","0,05294","0,09883","0,09883","0,07384","0,01727",
UPALIKSFLSVKIS-UHFFFAOYSA-N,CN(C)CCN1C(=O)c2cccc3cc(N)cc(C1=O)c23,"0,08155","0,06765","0,06709","0,05242","0,09882","0,09882","0,07350","0,01751",
RTKIYFITIVXBLE-QEQCGCAPSA-N,C[C@H](\C=C(/C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C,"0,08259","0,06946","0,06919","0,05443","0,09882","0,09882","0,07490","0,01668",
MBKWNJVQSFBLQI-UHFFFAOYSA-N,Cc1[nH]cnc1-c1ccc(Cl)cc1,"0,08229","0,06865","0,06790","0,05342","0,09882","0,09882","0,07421","0,01713",
AKNNEGZIBPJZJG-MSOLQXFVSA-N,COc1ccc2[C@H](OC(=O)c2c1OC)[C@@H]1N(C)CCc2cc3OCOc3c(OC)c12,"0,07821","0,06362","0,06293","0,04810","0,09881","0,09881","0,07033","0,01915",
HXLAFSUPPDYFEO-QGZVFWFLSA-N,COc1ccc(CCNC[C@@H](O)COc2cccc(C)c2)cc1OC,"0,08210","0,06836","0,06752","0,05301","0,09880","0,09880","0,07396","0,01728",
FJLGEFLZQAZZCD-MCBHFWOFSA-N,CC(C)n1c(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)c(-c2ccc(F)cc2)c2ccccc12,"0,08331","0,06962","0,06892","0,05430","0,09878","0,09878","0,07499","0,01680",
JSDRRTOADPPCHY-HSQYWUDLSA-N,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(O)=O,"0,08270","0,06996","0,06965","0,05479","0,09878","0,09878","0,07518","0,01649",
ZCIGNRJZKPOIKD-CQXVEOKZSA-N,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,"0,08269","0,06949","0,06896","0,05420","0,09876","0,09876","0,07482","0,01676",
NVEPPWDVLBMNMB-SNAWJCMRSA-N,CN1CCCN=C1\C=C\c1sccc1C,"0,08124","0,06781","0,06739","0,05273","0,09873","0,09873","0,07358","0,01730",
FFWOKTFYGVYKIR-UHFFFAOYSA-N,COc1cc(O)c2C(=O)c3c(O)cc(C)cc3C(=O)c2c1,"0,08255","0,06841","0,06798","0,05321","0,09873","0,09873","0,07417","0,01721",
IQHAKYLSMONFMT-UHFFFAOYSA-N,CC1=C(NNC(=O)C1)c1cc(cs1)-n1ccnc1,"0,08171","0,06800","0,06755","0,05275","0,09872","0,09872","0,07375","0,01732",
ANNRUWYFVIGKHA-UHFFFAOYSA-N,CCCN(CCC)c1cc(C)nc2c(c(C)nn12)-c1cnc(cc1C)N(C)C,"0,08061","0,06553","0,06491","0,05001","0,09872","0,09872","0,07195","0,01847",
TVSNVPGPFGAKPT-JQWIXIFHSA-N,Clc1ccc(cn1)C1=CCC[C@H]2CC[C@@H]1N2,"0,08117","0,06780","0,06715","0,05242","0,09872","0,09872","0,07345","0,01741",
ICYNYWFGIDGBRD-UHFFFAOYSA-N,COc1ccc(Cl)cc1-c1cc(=O)[nH]c(=S)n1CC(N)=O,"0,08262","0,06896","0,06830","0,05383","0,09872","0,09872","0,07448","0,01695",
GDYUVHBMFVMBAF-LIRRHRJNSA-N,COc1cccc(c1)C(=O)CCN[C@@H](C)[C@H](O)c1ccccc1,"0,08259","0,06930","0,06854","0,05395","0,09871","0,09871","0,07462","0,01685",
KQDRVXQXKZXMHP-LLVKDONJSA-N,CC(C)Cc1ccc(cc1)[C@@H](C)C(=O)NS(C)(=O)=O,"0,08200","0,06941","0,06938","0,05433","0,09871","0,09871","0,07477","0,01659",
YVPYQUNUQOZFHG-UHFFFAOYSA-N,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(O)=O)c1I,"0,08312","0,06960","0,06966","0,05499","0,09871","0,09871","0,07522","0,01648",
DOBNVUFHFMVMDB-BEFAXECRSA-N,[H]N([C@@H](C[C@@H](C)C(O)=O)Cc1ccc(cc1)-c1ccccc1)C(=O)CCC(O)=O,"0,08304","0,07004","0,06969","0,05494","0,09870","0,09870","0,07528","0,01644",
RRHJHSBDJDZUGL-UHFFFAOYSA-N,CNC(=N)NC(=O)Nc1c(C)cccc1C,"0,08228","0,06916","0,06907","0,05432","0,09868","0,09868","0,07470","0,01666",
XUOLEICXAPEOSI-UHFFFAOYSA-L,Cc1occc(=O)c1O[V](=O)Oc1c(C)occc1=O,"0,08217","0,06869","0,06831","0,05355","0,09868","0,09868","0,07428","0,01699",
IJHNSHDBIRRJRN-HNNXBMFYSA-N,CN(C)CC[C@@H](c1ccccc1)c1ccccn1,"0,08160","0,06809","0,06722","0,05270","0,09868","0,09868","0,07366","0,01733",
VTJXFTPMFYAJJU-UHFFFAOYSA-N,Oc1ccc(C=C(C#N)C#N)cc1O,"0,08246","0,06900","0,06856","0,05397","0,09866","0,09866","0,07453","0,01684",
GBJVVSCPOBPEIT-UHFFFAOYSA-N,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)n[nH]3)ncnc2c1)CCOP(O)(O)=O,"0,08360","0,07001","0,06963","0,05512","0,09865","0,09865","0,07540","0,01644",
KNHUKKLJHYUCFP-UHFFFAOYSA-N,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,"0,08200","0,06885","0,06843","0,05371","0,09864","0,09864","0,07433","0,01688",
IYRMWMYZSQPJKC-UHFFFAOYSA-N,Oc1ccc(cc1)-c1oc2cc(O)cc(O)c2c(=O)c1O,"0,08276","0,06858","0,06810","0,05339","0,09863","0,09863","0,07429","0,01712",
GVTLDPJNRVMCAL-UHFFFAOYSA-N,CCCn1c(=O)n(-c2ccc(Cl)cc2)c2nc[nH]c2c1=O,"0,08214","0,06817","0,06732","0,05298","0,09863","0,09863","0,07385","0,01727",
QVYRGXJJSLMXQH-SFHVURJKSA-N,CN(C)CCO[C@@H](c1ccccc1)c1ccccc1C,"0,08136","0,06765","0,06677","0,05226","0,09863","0,09863","0,07333","0,01749",
AUIHHZBJBKRDIE-SFHVURJKSA-N,CC(C)NC[C@H](O)COc1cccc2CCCN(C(=O)c3cccnc3)c12,"0,08209","0,06875","0,06806","0,05340","0,09860","0,09860","0,07418","0,01701",
VGYFMXBACGZSIL-MCBHFWOFSA-N,O[C@H](C[C@H](O)\C=C\c1c(nc2ccccc2c1-c1ccc(F)cc1)C1CC1)CC(O)=O,"0,08321","0,06958","0,06876","0,05431","0,09860","0,09860","0,07489","0,01674",
ZPXCEHMKUTXHRZ-UHFFFAOYSA-N,SCCCC(=O)NC1CCN(CC1)C(=O)COc1ccc(Cl)cc1Cl,"0,08202","0,06875","0,06833","0,05377","0,09856","0,09856","0,07429","0,01685",
KEJORAMIZFOODM-PWSUYJOCSA-N,Cc1c(Cl)c(ccc1N1C(=O)[C@@H]2[C@H](O)CCN2C1=O)C#N,"0,08155","0,06801","0,06745","0,05277","0,09856","0,09856","0,07367","0,01724",
NETXMUIMUZJUTB-UHFFFAOYSA-N,COc1cc(OC)c2c(c1)[nH]c(nc2=O)-c1cc(C)c(OCCO)c(C)c1,"0,08178","0,06725","0,06635","0,05199","0,09855","0,09855","0,07319","0,01767",
JENBDJGHNIOHAJ-UHFFFAOYSA-N,C1CN=C(N1)Sc1c[nH]c2ccccc12,"0,08133","0,06754","0,06704","0,05241","0,09855","0,09855","0,07337","0,01740",
SWMDAPWAQQTBOG-UHFFFAOYSA-N,COc1cnc(-n2cnc(C)n2)c2n(COP(O)(O)=O)cc(C(=O)C(=O)N3CCN(CC3)C(=O)c3ccccc3)c12,"0,08277","0,06917","0,06866","0,05424","0,09854","0,09854","0,07468","0,01673",
LQGUBLBATBMXHT-UHFFFAOYSA-N,Cc1cc(O)c2C(=O)c3c(O)cccc3C(=O)c2c1,"0,08229","0,06845","0,06809","0,05334","0,09853","0,09853","0,07414","0,01705",
OZLPUNFFCJDMJD-UHFFFAOYSA-N,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,"0,07916","0,06440","0,06484","0,04884","0,09851","0,09851","0,07115","0,01868",
KQKPFRSPSRPDEB-UHFFFAOYSA-N,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,"0,08166","0,06829","0,06788","0,05327","0,09847","0,09847","0,07392","0,01701",
SKQDKFOTIPJUSV-INIZCTEOSA-N,Cc1ccccc1OC[C@@H](O)CNCCOc1ccc(cc1)C(N)=O,"0,08242","0,06898","0,06832","0,05385","0,09846","0,09846","0,07441","0,01682",
KBUZBQVCBVDWKX-UHFFFAOYSA-N,CCOCCn1c(nc2ccccc12)N1CCCN(C)CC1,"0,07978","0,06579","0,06481","0,05041","0,09845","0,09845","0,07185","0,01814",
ZXNRTKGTQJPIJK-UHFFFAOYSA-N,COc1ccc(cc1)C(=O)N1CCCC1=O,"0,08128","0,06831","0,06780","0,05309","0,09844","0,09844","0,07378","0,01702",
YCXOHEXZVKOGEV-DNRQZRRGSA-N,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3nc(CO)c(Cc4ccc(F)cc4)cc23)[C@@H](CN2CCOC[C@H]2C)CN1,"0,07989","0,06515","0,06446","0,04955","0,09844","0,09844","0,07150","0,01849",
RGLYKWWBQGJZGM-ISLYRVAYSA-N,CC\C(=C(\CC)c1ccc(O)cc1)c1ccc(O)cc1,"0,08247","0,06899","0,06846","0,05391","0,09843","0,09843","0,07445","0,01679",
RXPRRQLKFXBCSJ-GIVPXCGWSA-N,CC[C@@]12CCCN3CCc4c([C@H]13)n(c1ccccc41)[C@](O)(C2)C(=O)OC,"0,07930","0,06586","0,06526","0,05034","0,09843","0,09843","0,07184","0,01805",
KRVMLPUDAOWOGN-UHFFFAOYSA-N,COc1ccc2[nH]cc(C3=CCNCC3)c2c1,"0,08115","0,06740","0,06670","0,05221","0,09843","0,09843","0,07318","0,01744",
PYNXFZCZUAOOQC-UTKZUKDTSA-N,CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(cc1)-c1ccccc1)NC(=O)CCC(O)=O,"0,08276","0,06987","0,06953","0,05480","0,09842","0,09842","0,07508","0,01638",
FJHBVJOVLFPMQE-QFIPXVFZSA-N,CCc1c2Cn3c(cc4c(COC(=O)[C@]4(O)CC)c3=O)-c2nc2ccc(O)cc12,"0,08077","0,06685","0,06644","0,05161","0,09842","0,09842","0,07282","0,01764",
FLSLEGPOVLMJMN-YSSFQJQWSA-N,C[C@H](N[C@@H](CCc1ccccc1)C(O)=O)C(=O)N1Cc2ccccc2C[C@H]1C(O)=O,"0,08248","0,06972","0,06938","0,05460","0,09842","0,09842","0,07492","0,01643",
BGEBZHIAGXMEMV-UHFFFAOYSA-N,COc1c2ccoc2cc2oc(=O)ccc12,"0,08181","0,06821","0,06759","0,05305","0,09840","0,09840","0,07381","0,01710",
KMPWYEUPVWOPIM-KODHJQJWSA-N,O[C@@H]([C@@H]1C[C@@H]2CC[N@]1C[C@@H]2C=C)c1ccnc2ccccc12,"0,08093","0,06742","0,06641","0,05185","0,09839","0,09839","0,07300","0,01753",
KMPWYEUPVWOPIM-QAMTZSDWSA-N,O[C@H]([C@H]1C[C@@H]2CC[N@]1C[C@@H]2C=C)c1ccnc2ccccc12,"0,08093","0,06742","0,06641","0,05185","0,09839","0,09839","0,07300","0,01753",
AKXCFAYOTIEFOH-XTNAHFASSA-N,Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)\C(CC[C@@]35O)=N\NC(=O)c1ccccc1,"0,07984","0,06619","0,06558","0,05061","0,09839","0,09839","0,07212","0,01796",
LZMHWZHOZLVYDL-UHFFFAOYSA-N,O=c1onc2cnc3ccccc3n12,"0,08161","0,06828","0,06764","0,05306","0,09836","0,09836","0,07379","0,01705",
LMEKQMALGUDUQG-UHFFFAOYSA-N,Cn1cnc(c1Sc1ncnc2nc[nH]c12)[N+]([O-])=O,"0,08126","0,06716","0,06653","0,05198","0,09834","0,09834","0,07305","0,01752",
FFGSXKJJVBXWCY-UHFFFAOYSA-N,OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3ccccc3C(=O)c12,"0,08251","0,06887","0,06874","0,05404","0,09834","0,09834","0,07450","0,01670",
AJKIRUJIDFJUKJ-UHFFFAOYSA-N,O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1,"0,07811","0,06462","0,06379","0,04880","0,09833","0,09833","0,07073","0,01859",
QULDDKSCVCJTPV-UHFFFAOYSA-N,COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc23)c1C,"0,08149","0,06693","0,06606","0,05155","0,09832","0,09832","0,07287","0,01774",
MXAYKZJJDUDWDS-LBPRGKRZSA-N,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,"0,08211","0,06932","0,06930","0,05439","0,09832","0,09832","0,07469","0,01646",
NCDNCNXCDXHOMX-XGKFQTDJSA-N,CC(C)[C@H](NC(=O)N(C)Cc1csc(n1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1,"0,08258","0,06936","0,06885","0,05405","0,09831","0,09831","0,07463","0,01665",
BYJAVTDNIXVSPW-LBPRGKRZSA-N,C1CN=C(N1)[C@H]1CCCc2ccccc12,"0,07964","0,06637","0,06589","0,05111","0,09831","0,09831","0,07226","0,01772",
UFKLYTOEMRFKAD-SHTZXODSSA-N,CO[C@H]1CC[C@@H](CC1)N1C(=O)CNc2ncc(nc12)-c1ccc(nc1)C(C)(C)O,"0,08006","0,06564","0,06472","0,04999","0,09830","0,09830","0,07174","0,01826",
JUDKOGFHZYMDMF-AWEZNQCLSA-N,Oc1cc2CCNC[C@@H](c3ccccc3)c2cc1O,"0,08103","0,06742","0,06683","0,05228","0,09827","0,09827","0,07317","0,01733",
YWGDOWXRIALTES-NRFANRHFSA-N,OC(=O)CCCN1CCC(CC1)O[C@@H](c1ccc(Cl)cc1)c1ccccn1,"0,08178","0,06835","0,06756","0,05314","0,09826","0,09826","0,07382","0,01701",
IWVRVEIKCBFZNF-ZDUSSCGKSA-N,Cc1ccc2n3CCN[C@H]4CCCc(c34)c2c1,"0,08026","0,06681","0,06629","0,05160","0,09826","0,09826","0,07265","0,01755",
ALFGDCNSEBJYSP-LLVKDONJSA-N,C[C@@H](N)Cc1c[nH]c2ccc(OCc3cccs3)cc12,"0,08219","0,06855","0,06771","0,05337","0,09826","0,09826","0,07402","0,01696",
UBQNRHZMVUUOMG-UHFFFAOYSA-N,NS(=O)(=O)Cc1noc2ccccc12,"0,08144","0,06857","0,06832","0,05356","0,09825","0,09825","0,07403","0,01676",
IQPNAANSBPBGFQ-UHFFFAOYSA-N,Oc1cc(O)c2c(c1)oc(cc2=O)-c1ccc(O)c(O)c1,"0,08237","0,06819","0,06768","0,05304","0,09825","0,09825","0,07391","0,01711",
QBPFLULOKWLNNW-UHFFFAOYSA-N,Oc1cccc2C(=O)c3cccc(O)c3C(=O)c12,"0,08194","0,06827","0,06790","0,05322","0,09823","0,09823","0,07391","0,01697",
HMPQTEPEMQZWQH-QZTJIDSGSA-N,CC(C)[C@@H](NC(=O)Cn1c(ncc(N)c1=O)-c1ccccc1)[C@@H](O)c1nnc(o1)C(C)(C)C,"0,08212","0,06871","0,06832","0,05348","0,09822","0,09822","0,07417","0,01684",
QGNJRVVDBSJHIZ-QHLGVNSISA-N,CC(=O)OC\C=C(/C)\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C,"0,08173","0,06776","0,06769","0,05279","0,09822","0,09822","0,07364","0,01713",
BCPOLXUSCUFDGE-UHFFFAOYSA-N,Brc1ccc2ncnc(NCC=C)c2c1,"0,08162","0,06811","0,06741","0,05299","0,09821","0,09821","0,07367","0,01706",
YSAUAVHXTIETRK-AATRIKPKSA-N,CN1CCCN=C1\C=C\c1cccs1,"0,08063","0,06741","0,06694","0,05236","0,09821","0,09821","0,07311","0,01723",
KFLWBZPSJQPRDD-ONEGZZNKSA-N,[O-][N+](=O)\C=C\c1ccc2OCOc2c1,"0,08060","0,06747","0,06712","0,05257","0,09821","0,09821","0,07319","0,01714",
HGWLTZOMQZIUBW-UHFFFAOYSA-N,Nc1ncc(Cc2ccc(Br)cc2)s1,"0,08184","0,06842","0,06776","0,05329","0,09821","0,09821","0,07390","0,01693",
ZBXDOQWPGBISAR-UHFFFAOYSA-N,Cn1c2CCNCCc2c2ccccc12,"0,08021","0,06683","0,06624","0,05162","0,09821","0,09821","0,07262","0,01752",
SHZKQBHERIJWAO-AATRIKPKSA-N,OC(=O)\C=C\c1ccc(Cn2ccnc2)cc1,"0,08199","0,06874","0,06801","0,05364","0,09820","0,09820","0,07412","0,01679",
YLJREFDVOIBQDA-UHFFFAOYSA-N,Nc1c2CCCCc2nc2ccccc12,"0,08069","0,06742","0,06674","0,05208","0,09819","0,09819","0,07302","0,01733",
AYIRNRDRBQJXIF-NXEZZACHSA-N,CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl,"0,08185","0,06907","0,06883","0,05396","0,09818","0,09818","0,07438","0,01657",
HJQILFPVRNHTIG-UHFFFAOYSA-N,Cc1cccc(Oc2cnc(=O)[nH]c2)c1,"0,08183","0,06825","0,06752","0,05311","0,09818","0,09818","0,07378","0,01701",
SNPPWIUOZRMYNY-SECBINFHSA-N,C[C@@H](NC(C)(C)C)C(=O)c1cccc(Cl)c1,"0,08153","0,06878","0,06856","0,05371","0,09815","0,09815","0,07415","0,01665",
VHFVKMTVMIZMIK-UHFFFAOYSA-N,Clc1cccc(c1)N1CCNCC1,"0,08024","0,06689","0,06622","0,05169","0,09814","0,09814","0,07264","0,01747",
XWVOEFLBOSSYGM-UHFFFAOYSA-N,COc1cc(cc(OC)c1OC)C(=O)N1CCOCC1,"0,08013","0,06662","0,06602","0,05144","0,09814","0,09814","0,07247","0,01758",
